rank;born;country;category;time_total;time_1half;time_2half;time_0to5km;time_5to10km;time_10to15km;time_15to20km;time_20to25km;time_25to30km;time_30to35km;time_35to40km;time_40to42km
935;81;SWE;W-40;04:29:37;02:13:28;02:16:10;00:31:24;00:31:16;00:32:30;00:31:31;00:30:39;00:31:53;00:32:50;00:33:20;00:14:17
936;79;POL;W-40;04:29:37;02:07:29;02:22:09;00:28:21;00:29:37;00:31:48;00:31:00;00:31:46;00:32:38;00:35:27;00:34:45;00:14:20
937;97;MGL;W-H;04:29:38;02:14:51;02:14:47;00:33:07;00:31:35;00:32:14;00:31:26;00:29:56;00:32:04;00:32:46;00:32:48;00:13:46
938;75;ISR;W-45;04:29:40;02:11:57;02:17:43;00:31:43;00:30:38;00:31:30;00:31:25;00:30:47;00:34:19;00:33:34;00:31:57;00:13:52
939;97;GER;W-H;04:29:48;02:13:10;02:16:38;00:30:10;00:30:42;00:33:07;00:32:30;00:31:34;00:32:57;00:33:52;00:31:40;00:13:20
940;91;AUT;W-30;04:29:54;02:00:14;02:29:40;00:26:49;00:26:58;00:29:11;00:30:21;00:32:31;00:32:54;00:35:58;00:40:36;00:14:40
941;91;LAT;W-30;04:29:57;02:17:07;02:12:51;00:33:34;00:32:47;00:33:04;00:31:08;00:30:24;00:31:05;00:32:03;00:32:43;00:13:12
942;99;HUN;W-H;04:30:07;02:07:23;02:22:44;00:28:39;00:30:07;00:31:26;00:30:36;00:30:37;00:31:57;00:36:22;00:35:46;00:14:41
943;93;AUT;W-30;04:30:18;02:15:15;02:15:03;00:32:00;00:31:44;00:33:22;00:31:35;00:30:52;00:31:31;00:31:37;00:32:03;00:15:39
944;84;POL;W-35;04:30:37;02:06:57;02:23:41;00:29:01;00:29:11;00:31:09;00:30:55;00:32:12;00:31:38;00:35:02;00:38:08;00:13:24
945;86;AUT;W-35;04:30:45;02:08:45;02:22:00;00:30:18;00:29:56;00:30:53;00:32:20;00:31:06;00:29:10;00:33:54;00:37:09;00:16:01
946;69;BEL;W-50;04:30:46;02:14:35;02:16:11;00:31:52;00:31:39;00:33:15;00:31:18;00:30:23;00:31:35;00:32:40;00:33:45;00:14:22
947;62;NED;W-60;04:30:47;02:09:13;02:21:34;00:28:20;00:30:17;00:32:18;00:31:25;00:31:38;00:32:30;00:34:05;00:35:37;00:14:42
948;74;ITA;W-45;04:30:49;02:10:56;02:19:53;00:28:55;00:30:23;00:32:59;00:31:55;00:31:53;00:32:50;00:32:30;00:34:28;00:14:59
949;72;BEL;W-50;04:30:53;02:11:46;02:19:07;00:30:02;00:30:12;00:32:54;00:31:52;00:31:18;00:31:54;00:32:43;00:35:22;00:14:41
950;95;AUT;W-H;04:30:54;02:08:45;02:22:09;00:29:08;00:29:37;00:31:56;00:31:25;00:30:47;00:32:20;00:33:46;00:35:39;00:16:19
951;96;AUT;W-H;04:31:04;02:13:54;02:17:11;00:30:24;00:31:30;00:33:19;00:31:53;00:32:26;00:33:03;00:34:27;00:31:14;00:12:53
952;72;AUT;W-50;04:31:08;02:05:00;02:26:09;00:27:59;00:29:03;00:31:11;00:30:07;00:30:58;00:32:31;00:35:14;00:37:35;00:16:33
953;86;AUT;W-35;04:31:36;02:06:19;02:25:17;00:28:24;00:28:58;00:31:29;00:30:48;00:30:41;00:36:00;00:34:15;00:36:03;00:15:01
954;88;HUN;W-35;04:31:46;02:06:05;02:25:41;00:27:46;00:28:20;00:31:47;00:31:31;00:33:26;00:37:52;00:35:26;00:32:24;00:13:19
955;92;AUT;W-30;04:31:52;02:11:10;02:20:43;00:30:36;00:30:45;00:31:41;00:31:16;00:31:56;00:33:46;00:33:40;00:34:27;00:13:50
956;74;ISR;W-45;04:31:57;02:15:49;02:16:09;00:32:13;00:31:42;00:33:45;00:31:23;00:32:30;00:32:14;00:32:56;00:31:12;00:14:06
957;65;AUT;W-55;04:32:05;02:06:15;02:25:51;00:28:48;00:29:31;00:31:27;00:30:10;00:29:47;00:32:21;00:35:54;00:38:41;00:15:32
958;82;AUT;W-40;04:32:09;02:13:15;02:18:55;00:30:26;00:31:01;00:33:07;00:31:53;00:31:37;00:32:18;00:33:12;00:34:02;00:14:38
959;89;GER;W-30;04:32:12;02:04:21;02:27:51;00:29:06;00:28:53;00:30:40;00:29:15;00:29:55;00:33:14;00:35:49;00:39:02;00:16:22
960;0;GER;W-H;04:32:23;02:00:51;02:31:33;00:26:30;00:28:01;00:28:56;00:31:07;00:36:46;00:37:59;00:29:40;00:33:52;00:19:36
961;3;AUT;W-H;04:32:28;02:02:45;02:29:44;00:27:40;00:28:06;00:29:57;00:30:20;00:32:40;00:35:19;00:36:44;00:36:33;00:15:12
962;70;GBR;W-50;04:32:28;02:09:44;02:22:45;00:29:32;00:30:07;00:31:46;00:31:27;00:32:02;00:34:08;00:34:13;00:34:41;00:14:39
963;73;BUL;W-50;04:32:29;02:11:49;02:20:41;00:30:14;00:30:17;00:32:03;00:32:19;00:32:12;00:33:06;00:34:29;00:33:13;00:14:41
964;96;AUT;W-H;04:32:31;02:09:03;02:23:28;00:29:41;00:29:48;00:31:47;00:30:57;00:31:49;00:33:10;00:36:42;00:34:49;00:13:52
965;97;AUT;W-H;04:32:33;02:09:02;02:23:32;00:29:41;00:29:48;00:31:47;00:30:56;00:31:49;00:33:09;00:36:42;00:34:49;00:13:55
966;94;AUT;W-H;04:32:35;02:11:05;02:21:31;00:30:31;00:30:53;00:32:29;00:30:44;00:30:50;00:33:29;00:34:01;00:35:10;00:14:31
967;98;HUN;W-H;04:32:51;02:07:49;02:25:03;00:29:31;00:30:10;00:31:10;00:30:25;00:30:52;00:31:35;00:33:31;00:38:43;00:16:58
968;77;GER;W-45;04:32:54;02:13:40;02:19:14;00:30:31;00:31:53;00:33:13;00:31:10;00:31:49;00:32:45;00:33:34;00:33:30;00:14:35
969;88;GER;W-35;04:32:55;02:05:34;02:27:22;00:28:10;00:28:31;00:31:04;00:31:05;00:31:17;00:35:25;00:38:34;00:34:48;00:14:06
970;73;GER;W-50;04:32:56;02:19:12;02:13:45;00:32:43;00:32:09;00:34:31;00:32:50;00:32:16;00:32:23;00:31:43;00:31:32;00:12:53
971;66;AUT;W-55;04:33:15;02:13:33;02:19:43;00:31:50;00:31:03;00:32:41;00:31:07;00:31:42;00:32:42;00:33:19;00:34:05;00:14:49
972;64;ITA;W-55;04:33:22;02:07:37;02:25:46;00:28:48;00:29:12;00:31:40;00:31:16;00:31:40;00:32:37;00:35:04;00:37:10;00:16:00
973;88;SVK;W-35;04:33:33;02:15:57;02:17:36;00:32:49;00:31:50;00:32:39;00:31:54;00:31:30;00:32:58;00:33:07;00:32:45;00:14:05
974;89;GBR;W-30;04:33:39;02:12:35;02:21:04;00:31:53;00:31:28;00:31:56;00:30:41;00:30:17;00:33:52;00:36:29;00:33:28;00:13:38
975;99;AUT;W-H;04:33:40;02:18:54;02:14:47;00:32:19;00:33:33;00:34:08;00:32:06;00:30:54;00:31:31;00:31:42;00:32:55;00:14:36
976;72;AUT;W-50;04:33:44;02:11:21;02:22:24;00:29:08;00:29:51;00:32:25;00:32:54;00:32:01;00:32:26;00:34:11;00:35:50;00:15:03
977;84;LTU;W-35;04:33:51;02:14:49;02:19:03;00:30:30;00:31:54;00:33:56;00:31:42;00:32:10;00:32:45;00:33:50;00:33:09;00:13:58
978;96;ROU;W-H;04:34:01;02:07:24;02:26:38;00:30:52;00:30:41;00:30:45;00:28:50;00:30:19;00:31:55;00:42:06;00:34:55;00:13:43
979;77;JPN;W-45;04:34:04;02:06:23;02:27:41;00:28:39;00:29:28;00:31:22;00:30:30;00:31:13;00:32:02;00:35:25;00:38:03;00:17:27
980;68;AUT;W-55;04:34:06;02:01:50;02:32:16;00:27:13;00:27:43;00:30:03;00:30:12;00:30:35;00:32:19;00:41:26;00:39:34;00:15:04
981;69;AUT;W-50;04:34:18;02:12:51;02:21:27;00:30:10;00:30:42;00:33:33;00:31:41;00:31:37;00:32:44;00:33:45;00:35:21;00:14:50
982;98;GER;W-H;04:34:28;02:09:33;02:24:55;00:31:31;00:30:23;00:30:56;00:30:08;00:30:53;00:31:41;00:35:15;00:37:46;00:15:59
983;84;AUT;W-35;04:34:31;02:12:42;02:21:49;00:31:23;00:30:34;00:32:20;00:31:44;00:31:59;00:32:33;00:33:51;00:35:06;00:15:05
984;84;GER;W-35;04:34:34;02:17:33;02:17:01;00:34:15;00:33:28;00:32:19;00:30:31;00:32:21;00:32:32;00:32:30;00:32:59;00:13:41
985;82;FRA;W-40;04:34:37;02:11:01;02:23:36;00:29:36;00:30:45;00:31:44;00:32:08;00:31:19;00:32:25;00:35:05;00:36:12;00:15:27
986;87;UKR;W-35;04:34:44;02:12:55;02:21:49;00:31:08;00:30:27;00:33:10;00:31:39;00:30:23;00:32:00;00:34:36;00:35:34;00:15:52
987;1;GER;W-H;04:34:47;02:10:09;02:24:38;00:30:36;00:30:27;00:31:44;00:30:38;00:31:17;00:33:45;00:36:22;00:35:14;00:14:47
988;96;NED;W-H;04:34:55;02:12:28;02:22:27;00:29:46;00:31:24;00:33:01;00:31:29;00:32:25;00:33:00;00:35:05;00:34:27;00:14:22
989;71;GER;W-50;04:35:12;02:06:55;02:28:17;00:28:38;00:29:19;00:31:19;00:31:04;00:31:54;00:33:34;00:35:42;00:39:13;00:14:31
990;76;ISR;W-45;04:35:12;02:16:11;02:19:02;00:32:36;00:31:43;00:33:45;00:31:23;00:32:29;00:32:16;00:32:55;00:33:44;00:14:27
991;93;SWE;W-30;04:35:22;02:04:16;02:31:07;00:28:22;00:28:47;00:30:40;00:29:58;00:31:45;00:33:38;00:36:58;00:39:56;00:15:22
992;86;AUT;W-35;04:35:31;02:13:02;02:22:30;00:30:41;00:31:20;00:32:39;00:31:29;00:31:43;00:33:18;00:34:52;00:35:36;00:13:57
993;96;AUT;W-H;04:35:32;02:14:42;02:20:51;00:30:16;00:30:35;00:34:30;00:32:35;00:33:02;00:33:49;00:34:03;00:33:21;00:13:24
994;86;LTU;W-35;04:35:56;02:15:19;02:20:37;00:31:39;00:31:07;00:33:23;00:32:13;00:33:19;00:33:19;00:33:46;00:33:02;00:14:12
995;99;GER;W-H;04:36:01;02:09:50;02:26:11;00:29:24;00:29:45;00:32:26;00:31:31;00:31:28;00:34:06;00:35:44;00:37:02;00:14:38
996;74;BEL;W-45;04:36:03;02:09:08;02:26:56;00:30:16;00:30:04;00:31:28;00:30:36;00:31:10;00:33:04;00:35:29;00:37:35;00:16:27
998;99;AUT;W-H;04:36:24;02:12:12;02:24:13;00:30:24;00:30:52;00:32:14;00:31:45;00:32:24;00:32:58;00:35:29;00:35:31;00:14:51
999;87;CZE;W-35;04:36:29;02:09:13;02:27:17;00:29:33;00:30:31;00:31:42;00:30:49;00:31:16;00:32:46;00:35:06;00:38:13;00:16:36
1000;94;AUT;W-H;04:36:32;02:12:32;02:24:00;00:30:28;00:31:10;00:32:58;00:31:15;00:31:29;00:33:42;00:34:47;00:35:29;00:15:19
1001;93;GER;W-30;04:36:32;02:10:54;02:25:38;00:30:29;00:30:39;00:31:31;00:31:29;00:32:20;00:32:41;00:34:59;00:37:03;00:15:26
1002;86;AUT;W-35;04:36:40;02:14:51;02:21:49;00:32:24;00:31:39;00:32:43;00:31:24;00:31:25;00:32:00;00:33:51;00:36:05;00:15:14
1003;94;AUT;W-H;04:36:42;02:11:49;02:24:53;00:29:46;00:30:30;00:32:43;00:31:47;00:32:40;00:33:22;00:35:38;00:35:37;00:14:42
1004;81;LAT;W-40;04:36:49;02:08:40;02:28:10;00:29:20;00:29:21;00:31:54;00:31:12;00:31:47;00:32:29;00:35:43;00:38:14;00:16:54
1005;90;BEL;W-30;04:36:55;02:02:39;02:34:16;00:28:09;00:28:48;00:30:02;00:29:09;00:32:30;00:33:03;00:43:50;00:36:01;00:15:28
1006;90;AUT;W-30;04:36:57;02:09:15;02:27:43;00:30:22;00:30:10;00:31:17;00:30:41;00:31:43;00:33:34;00:35:08;00:37:45;00:16:20
1007;87;KEN;W-35;04:36:59;02:07:45;02:29:15;00:30:34;00:29:18;00:31:12;00:30:11;00:30:17;00:32:24;00:36:41;00:42:06;00:14:21
1008;77;ISR;W-45;04:37:01;02:15:38;02:21:24;00:32:19;00:31:35;00:32:40;00:32:12;00:32:26;00:33:33;00:33:30;00:34:05;00:14:44
1009;93;AUT;W-30;04:37:10;02:18:55;02:18:15;00:32:48;00:32:11;00:33:10;00:33:29;00:32:36;00:32:31;00:34:02;00:33:38;00:12:50
1010;80;HUN;W-40;04:37:21;02:16:31;02:20:50;00:32:21;00:31:29;00:33:59;00:31:56;00:31:49;00:31:47;00:35:46;00:33:18;00:15:01
1011;88;HUN;W-35;04:37:26;02:12:46;02:24:40;00:30:41;00:31:14;00:32:26;00:31:20;00:33:05;00:33:14;00:34:50;00:35:23;00:15:18
1012;84;USA;W-35;04:37:29;02:08:39;02:28:51;00:30:41;00:29:53;00:30:56;00:30:35;00:30:25;00:34:51;00:37:21;00:37:52;00:14:59
1013;72;AUT;W-50;04:37:30;02:14:32;02:22:58;00:30:12;00:30:31;00:33:11;00:33:25;00:34:32;00:35:27;00:34:31;00:32:04;00:13:41
1014;94;AUT;W-H;04:37:31;02:19:48;02:17:43;00:38:58;00:29:59;00:32:03;00:31:56;00:31:19;00:31:10;00:32:33;00:34:23;00:15:14
1015;75;ROU;W-45;04:37:35;02:11:18;02:26:17;00:29:46;00:29:41;00:32:49;00:32:07;00:33:36;00:34:37;00:35:38;00:34:31;00:14:55
1016;98;HUN;W-H;04:37:43;02:15:36;02:22:07;00:30:04;00:32:22;00:33:34;00:32:43;00:32:19;00:33:01;00:34:10;00:35:00;00:14:34
1017;86;GBR;W-35;04:37:46;02:08:53;02:28:54;00:30:40;00:29:21;00:31:23;00:30:46;00:31:53;00:33:43;00:36:11;00:38:57;00:14:54
1018;88;GBR;W-35;04:37:49;02:17:01;02:20:48;00:33:00;00:32:04;00:33:31;00:31:39;00:31:12;00:32:36;00:33:41;00:35:24;00:14:45
1019;58;FRA;W-65;04:37:50;02:08:08;02:29:42;00:29:09;00:29:57;00:31:33;00:30:50;00:31:32;00:34:04;00:37:16;00:38:03;00:15:30
1020;80;SVK;W-40;04:37:53;02:13:37;02:24:16;00:29:43;00:31:23;00:33:30;00:31:51;00:32:29;00:33:03;00:34:51;00:35:51;00:15:15
1021;65;AUT;W-55;04:38:01;02:11:08;02:26:53;00:29:46;00:30:29;00:32:19;00:31:42;00:32:35;00:33:51;00:34:56;00:36:43;00:15:45
1022;78;HUN;W-45;04:38:08;02:13:38;02:24:31;00:31:04;00:31:18;00:33:15;00:31:10;00:32:19;00:32:50;00:33:53;00:36:42;00:15:40
1023;80;HUN;W-40;04:38:14;02:15:35;02:22:39;00:32:46;00:31:06;00:32:52;00:31:44;00:32:52;00:33:54;00:34:19;00:35:02;00:13:43
1024;68;FRA;W-55;04:38:40;02:12:00;02:26:40;00:29:06;00:30:13;00:33:29;00:32:22;00:32:46;00:33:41;00:36:02;00:35:23;00:15:43
1025;83;AUT;W-40;04:38:44;02:16:36;02:22:09;00:32:00;00:31:46;00:33:49;00:32:06;00:31:36;00:32:11;00:33:35;00:36:15;00:15:30
1026;81;GER;W-40;04:38:49;02:14:49;02:24:01;00:30:56;00:31:23;00:33:16;00:32:16;00:33:04;00:33:18;00:33:23;00:35:52;00:15:25
1027;82;AUT;W-40;04:38:57;02:11:31;02:27:27;00:30:09;00:30:51;00:32:09;00:31:31;00:31:55;00:35:13;00:35:33;00:36:34;00:15:05
1028;70;FRA;W-50;04:39:01;02:20:09;02:18:53;00:30:36;00:30:48;00:37:25;00:31:23;00:33:43;00:36:10;00:32:31;00:33:11;00:13:18
1029;80;MKD;W-40;04:39:26;02:17:24;02:22:02;00:34:42;00:31:44;00:32:44;00:31:26;00:35:54;00:31:39;00:32:59;00:33:43;00:14:40
1030;80;USA;W-40;04:39:30;02:10:44;02:28:47;00:30:52;00:29:43;00:32:52;00:30:42;00:31:17;00:31:56;00:37:04;00:37:52;00:17:16
1031;85;AUT;W-35;04:39:32;02:16:09;02:23:23;00:30:16;00:30:28;00:33:25;00:35:00;00:33:01;00:33:32;00:34:43;00:34:54;00:14:18
1032;89;UKR;W-30;04:39:36;02:18:30;02:21:07;00:33:09;00:32:29;00:33:58;00:32:05;00:32:11;00:33:39;00:34:12;00:33:36;00:14:20
1033;97;GER;W-H;04:39:37;02:10:24;02:29:13;00:29:44;00:29:48;00:31:42;00:31:40;00:33:11;00:33:33;00:35:32;00:37:37;00:16:54
1034;0;AUT;W-H;04:39:37;02:10:24;02:29:14;00:30:26;00:29:06;00:31:43;00:32:20;00:32:31;00:33:34;00:35:31;00:37:38;00:16:53
1035;73;ISR;W-50;04:39:38;02:20:31;02:19:07;00:33:00;00:32:30;00:34:55;00:32:50;00:33:11;00:33:40;00:32:45;00:33:04;00:13:47
1036;87;BEL;W-35;04:39:41;02:06:57;02:32:45;00:28:27;00:28:42;00:31:47;00:31:26;00:31:56;00:34:41;00:36:56;00:39:14;00:16:36
1037;87;POL;W-35;04:39:45;02:16:45;02:23:00;00:32:38;00:32:33;00:33:25;00:31:25;00:30:51;00:31:56;00:32:25;00:39:18;00:15:18
1038;78;AUT;W-45;04:39:59;02:13:42;02:26:17;00:30:37;00:30:11;00:32:39;00:33:13;00:33:23;00:33:24;00:35:06;00:36:31;00:14:59
1039;98;AUT;W-H;04:40:07;02:20:46;02:19:21;00:33:23;00:33:04;00:34:58;00:32:27;00:31:27;00:33:29;00:33:10;00:33:05;00:15:07
1040;82;AUT;W-40;04:40:09;02:15:11;02:24:58;00:30:01;00:30:40;00:33:58;00:33:42;00:34:35;00:33:54;00:35:59;00:34:12;00:13:11
1041;83;UKR;W-40;04:40:12;02:14:23;02:25:49;00:31:58;00:31:20;00:32:40;00:31:30;00:32:04;00:32:55;00:35:24;00:37:54;00:14:32
1042;84;CZE;W-35;04:40:13;02:00:44;02:39:30;00:25:57;00:27:33;00:29:37;00:30:54;00:32:17;00:38:48;00:39:13;00:40:12;00:15:46
1043;75;GER;W-45;04:40:20;02:14:48;02:25:32;00:31:32;00:32:10;00:32:21;00:31:51;00:31:31;00:33:52;00:35:25;00:35:42;00:16:00
1044;79;GER;W-40;04:40:24;02:18:39;02:21:45;00:32:15;00:32:57;00:33:39;00:32:48;00:32:39;00:32:39;00:32:36;00:34:57;00:15:58
1045;1;AUT;W-H;04:40:25;02:04:29;02:35:57;00:28:53;00:28:51;00:30:14;00:29:49;00:30:44;00:34:19;00:39:29;00:43:05;00:15:05
1046;66;USA;W-55;04:40:29;02:18:51;02:21:38;00:31:33;00:32:09;00:34:02;00:33:45;00:33:45;00:33:52;00:34:23;00:32:56;00:14:07
1047;91;FIN;W-30;04:40:31;02:09:31;02:31:01;00:29:56;00:30:03;00:31:25;00:31:11;00:33:11;00:34:40;00:36:10;00:38:32;00:15:28
1048;73;AUT;W-50;04:40:36;02:10:05;02:30:31;00:30:12;00:30:15;00:32:17;00:30:39;00:34:57;00:31:39;00:33:44;00:41:50;00:15:06
1049;67;GER;W-55;04:40:36;02:13:51;02:26:45;00:28:51;00:30:48;00:34:16;00:33:00;00:32:16;00:34:09;00:36:20;00:35:37;00:15:23
1050;93;AUT;W-30;04:40:37;01:56:13;02:44:25;00:26:18;00:26:51;00:28:01;00:28:36;00:31:14;00:35:52;00:42:14;00:43:48;00:17:46
1051;97;GBR;W-H;04:40:38;02:18:43;02:21:55;00:32:35;00:31:52;00:34:15;00:32:53;00:32:20;00:33:10;00:34:11;00:34:43;00:14:43
1052;92;HUN;W-30;04:40:56;02:16:31;02:24:26;00:32:10;00:31:38;00:33:02;00:32:34;00:33:18;00:34:09;00:34:29;00:35:31;00:14:09
1053;85;IRL;W-35;04:41:02;02:12:44;02:28:19;00:30:56;00:30:22;00:32:18;00:31:55;00:32:55;00:33:40;00:35:19;00:37:11;00:16:31
1054;81;POL;W-40;04:41:07;02:13:46;02:27:21;00:30:03;00:31:13;00:34:02;00:31:43;00:33:59;00:33:50;00:35:37;00:35:08;00:15:37
1055;65;FRA;W-55;04:41:12;02:06:36;02:34:37;00:27:37;00:29:24;00:31:10;00:31:33;00:32:05;00:32:49;00:35:42;00:42:04;00:18:53
1056;71;FRA;W-50;04:41:14;02:18:03;02:23:12;00:32:23;00:32:19;00:33:48;00:32:30;00:31:24;00:33:27;00:34:11;00:37:19;00:13:56
1057;96;AUT;W-H;04:41:19;02:16:07;02:25:12;00:31:43;00:31:57;00:33:14;00:32:29;00:31:26;00:32:39;00:38:02;00:36:17;00:13:34
1058;85;GER;W-35;04:41:24;02:14:10;02:27:14;00:31:22;00:30:57;00:33:33;00:31:31;00:31:48;00:33:15;00:36:02;00:37:57;00:15:03
1059;80;ISR;W-40;04:41:28;02:14:50;02:26:38;00:31:08;00:31:17;00:32:28;00:33:00;00:33:00;00:36:12;00:35:35;00:34:07;00:14:47
1060;94;CYP;W-H;04:41:28;02:17:41;02:23:47;00:32:39;00:32:24;00:33:30;00:32:22;00:31:28;00:32:43;00:35:17;00:36:30;00:14:39
1061;94;CYP;W-H;04:41:29;02:17:41;02:23:48;00:32:40;00:32:24;00:33:30;00:32:22;00:31:28;00:32:43;00:35:18;00:36:30;00:14:38
1062;72;AUT;W-50;04:41:30;02:21:08;02:20:22;00:32:56;00:32:02;00:34:56;00:33:22;00:34:57;00:33:44;00:33:07;00:33:16;00:13:14
1063;98;AUT;W-H;04:41:37;02:16:41;02:24:57;00:30:36;00:30:21;00:35:16;00:33:43;00:32:41;00:33:38;00:34:41;00:34:51;00:15:55
1064;83;POR;W-40;04:41:38;02:15:00;02:26:38;00:31:25;00:31:05;00:32:58;00:32:37;00:32:06;00:33:39;00:34:30;00:35:26;00:17:55
1065;82;AUT;W-40;04:41:39;02:13:06;02:28:33;00:30:11;00:30:35;00:33:00;00:32:14;00:33:12;00:35:05;00:37:33;00:34:55;00:14:58
1066;72;POL;W-50;04:41:42;02:10:01;02:31:42;00:28:50;00:29:41;00:32:09;00:32:28;00:31:40;00:35:01;00:36:59;00:38:50;00:16:08
1067;81;ISR;W-40;04:41:48;02:17:14;02:24:35;00:31:30;00:31:28;00:33:43;00:33:23;00:33:40;00:36:32;00:33:52;00:33:19;00:14:26
1068;90;POL;W-30;04:41:56;02:12:13;02:29:44;00:28:42;00:28:42;00:33:10;00:33:32;00:36:48;00:35:04;00:35:07;00:36:12;00:14:43
1069;65;FRA;W-55;04:41:57;02:13:15;02:28:43;00:29:59;00:30:06;00:33:02;00:33:13;00:32:28;00:34:02;00:36:06;00:37:46;00:15:19
1070;88;AUT;W-35;04:41:58;02:18:05;02:23:53;00:32:14;00:32:40;00:33:55;00:32:22;00:34:09;00:34:05;00:34:02;00:34:12;00:14:22
1071;93;AUT;W-30;04:42:00;02:08:01;02:34:00;00:29:38;00:29:31;00:30:39;00:31:26;00:32:41;00:34:36;00:38:58;00:38:10;00:16:26
1072;81;AUT;W-40;04:42:14;02:12:21;02:29:53;00:30:06;00:30:30;00:32:59;00:31:51;00:32:41;00:34:55;00:36:41;00:37:11;00:15:23
1073;2;AUS;W-H;04:42:22;02:14:12;02:28:10;00:30:55;00:31:02;00:33:29;00:31:49;00:32:48;00:33:13;00:35:45;00:37:14;00:16:10
1074;71;AUT;W-50;04:42:41;02:14:03;02:28:39;00:31:29;00:31:35;00:32:49;00:31:23;00:32:25;00:33:41;00:36:03;00:37:18;00:16:01
1075;85;BRA;W-35;04:42:46;02:17:22;02:25:24;00:31:26;00:32:30;00:33:52;00:32:38;00:32:36;00:33:39;00:36:56;00:35:11;00:14:02
1076;97;GBR;W-H;04:42:50;02:14:43;02:28:07;00:30:01;00:31:35;00:33:40;00:32:21;00:32:19;00:32:57;00:37:18;00:37:52;00:14:50
1077;81;ISR;W-40;04:43:03;02:18:09;02:24:55;00:32:13;00:31:50;00:33:33;00:33:21;00:33:40;00:34:11;00:34:38;00:34:57;00:14:45
1078;76;GER;W-45;04:43:07;02:19:32;02:23:36;00:31:59;00:32:09;00:34:52;00:33:27;00:33:19;00:34:04;00:33:55;00:35:09;00:14:17
1079;91;GBR;W-30;04:43:09;02:23:13;02:19:56;00:30:59;00:34:05;00:35:28;00:35:33;00:33:26;00:35:42;00:32:28;00:31:58;00:13:33
1080;78;MAS;W-45;04:43:13;02:14:36;02:28:38;00:29:29;00:31:05;00:33:34;00:33:26;00:33:16;00:35:06;00:35:52;00:36:26;00:15:02
1081;79;GER;W-40;04:43:19;02:13:56;02:29:23;00:30:57;00:30:36;00:32:38;00:32:36;00:34:47;00:35:26;00:34:51;00:37:02;00:14:30
1082;87;SRB;W-35;04:43:20;02:14:48;02:28:33;00:30:30;00:31:30;00:32:56;00:32:57;00:32:09;00:34:27;00:35:44;00:37:09;00:16:04
1083;87;SRB;W-35;04:43:21;02:14:49;02:28:32;00:30:32;00:31:28;00:32:56;00:32:56;00:32:09;00:34:26;00:35:44;00:37:08;00:16:04
1084;47;CAN;W-75;04:43:21;02:11:53;02:31:29;00:29:42;00:30:01;00:32:33;00:32:53;00:31:14;00:32:44;00:35:18;00:41:56;00:17:05
1085;80;AUT;W-40;04:43:39;02:14:06;02:29:34;00:30:55;00:30:56;00:32:07;00:33:10;00:33:25;00:35:14;00:34:53;00:37:21;00:15:42
1086;70;GBR;W-50;04:43:42;02:17:25;02:26:17;00:31:12;00:31:19;00:34:00;00:33:33;00:33:09;00:34:05;00:35:07;00:35:58;00:15:22
1087;88;SVK;W-35;04:43:50;02:06:46;02:37:05;00:28:17;00:29:26;00:31:20;00:31:05;00:32:48;00:37:25;00:40:34;00:38:24;00:14:34
1088;71;AUT;W-50;04:43:53;02:11:45;02:32:08;00:28:44;00:29:52;00:33:46;00:32:30;00:33:03;00:36:28;00:37:43;00:35:58;00:15:53
1089;78;AUT;W-45;04:43:58;02:21:37;02:22:22;00:33:16;00:32:58;00:34:49;00:33:22;00:32:56;00:34:23;00:34:22;00:33:59;00:13:58
1090;75;GER;W-45;04:43:59;02:08:04;02:35:56;00:30:34;00:29:20;00:31:25;00:30:06;00:31:42;00:34:55;00:45:27;00:36:04;00:14:31
1091;71;NOR;W-50;04:44:00;02:15:24;02:28:36;00:31:25;00:31:35;00:32:54;00:32:47;00:31:56;00:34:08;00:34:45;00:38:34;00:15:59
1092;98;NOR;W-H;04:44:00;02:15:24;02:28:37;00:31:26;00:31:36;00:32:53;00:32:47;00:31:56;00:34:08;00:34:45;00:38:33;00:16:00
1093;80;AUT;W-40;04:44:09;02:20:02;02:24:08;00:32:53;00:32:57;00:34:16;00:32:53;00:32:55;00:34:00;00:34:44;00:34:25;00:15:11
1094;83;AUT;W-40;04:44:22;02:19:03;02:25:20;00:31:30;00:32:30;00:34:10;00:33:39;00:33:10;00:34:40;00:34:44;00:34:53;00:15:10
1095;74;BRA;W-45;04:44:27;02:18:04;02:26:24;00:32:14;00:32:37;00:33:46;00:32:20;00:33:29;00:33:14;00:35:05;00:36:59;00:14:46
1096;74;GER;W-45;04:44:36;02:16:03;02:28:34;00:30:14;00:31:42;00:34:05;00:32:56;00:33:09;00:34:51;00:36:03;00:36:23;00:15:18
1097;89;SVK;W-30;04:44:47;01:54:26;02:50:22;00:26:19;00:26:26;00:27:57;00:27:37;00:29:25;00:32:49;00:49:54;00:45:55;00:18:30
1098;77;ISR;W-45;04:44:58;02:20:39;02:24:19;00:31:19;00:32:25;00:35:33;00:33:57;00:33:32;00:33:51;00:35:26;00:35:01;00:13:59
1099;67;AUT;W-55;04:45:01;02:20:45;02:24:16;00:29:26;00:30:18;00:33:20;00:40:41;00:32:30;00:33:32;00:34:43;00:35:36;00:14:59
